quote,tags
الذكاء كالنهر ، كلما ازداد عمقا قلت ضوضاؤه .,['حياة']
من الصعب جدًا نسيان الألم ، ولكن من الصعب تذكر الحلاوة. ليس لدينا ندبة لإظهار للسعادة. نحن نتعلم القليل من السلام .,"['السعادة', 'الألم', 'السلام']"
الاستغناء عن الذهاب يعني أن تدرك أن بعض الناس هم جزء من تاريخك ، لكنهم ليسوا جزءًا من مصيرك.,"['القدر', 'السعادة', 'التاريخ']"
ربما لم يعلق الآخرون آمالا عريضة علي .. و لكني كنت أعلق آمالا عريضة على نفسي .,"['تنمية', 'الذات،', 'تحفيز']"
الحياة ليست ملزمة بإعطائنا ما نتوقعه.,"['توقع', 'أمل', 'حياة']"
الفكرة الايجابية هي بذرة النتيجة الايجابية .,"['تنمية', 'الذات،', 'تحفيز']"
أنا لا أبحث عن المشاكل. عادة ما تجدني المتاعب .,['مشكلة']
صدقني ، السر في حصاد اعظم الثمار و الحصول على اعظم المتع من الحياة هو ان تحيا دائماً في خطر .,['حياة']
الشيء الوحيد الأسوأ من الصبي الذي يكرهك: الصبي الذي يحبك.,"['الأولاد', 'الكراهية', 'الحب']"
ابحث سبع سنوات قبل ان تصدق خبراً .,['أمثال']
تستطيع أن تعرف النجار من نشارته .,['أمثال']
على الرغم من سمعتي الشريرة ، إلا أنني أمتلك حقًا قلب طفل صغير. احتفظ بها في جرة على مكتبي .,"['الكوميديا', 'السودا']"
إن بعض الناس لا تراه إلا منتقدا ، ينسى حسنات الطوائف و الأجناس و يذكر مثالبهم ، مثل الذباب يترك موضع البرء و السلامة و يقع على الجرح و الأذى ، و هذا من رداءة النفوس و فساد المزاج .,"['نصائح،', 'اخلاق']"
افضل حالات الثراء ، هو ان تملك نفسا لا تسعي الى الثراء.,['عام']
قال الأمير الصغير: ما يجعل الصحراء جميلة هو أنها تختبئ بئرًا في مكان ما ...,['ملهم']
ألعب دائما من أجل الفوز ، سواء كان هذا خلال التدريب أو المباراة الحقيقية .,['رياضة']
عندما يصبح البحر ساكناً ، يصبح الجميع بحارة ماهرين .,['تأملات']
الجبناء يموتون مرات عديدة قبل موتهم؛ الباسلة أبدا ذائقة الموت ولكن مرة واحدة. من بين كل العجائب التي سمعتها حتى الآن ، يبدو لي أنه من الغريب أن يخاف الناس ؛ رؤية هذا الموت ، نهاية ضرورية ، ستأتي عندما تأتي .,"['اقتباسات', 'مسرحية']"
العيش هو أندر شيء في العالم. معظم الناس موجودة، وهذا كل شيء.,['حياة']
الإنسان بمجرد أن يحدد لنفسه هدفاً واضحاً تقفز إمكاناتـه قفزة إلى الأعلى ، و يزداد نشاطه ، و يتيقظ عقله ، و تتحرك دافعيته، و تتولد لديه الأفكار التي تخدم أغراضه .,"['تنمية', 'الذات،', 'تحفيز']"
من عمل في غير علم أفسد اكثر مما يصلح.,"['تفكير،', 'تغيير']"
إذا غضبت فلتعد إلى الرقم عشرة قبل أن تتكلم، وإذا كان غضبك كبيرا فلتعد إلى مائة.,"['نصائح،', 'اخلاق']"
من تباعد من زهرة الدنيا فذاك الغالب هواه.,"['دروس،', 'اسلام']"
أمي تقول إن السبب هو أنها مصابة بمتلازمة ما قبل الدورة الشهرية. هل تعرف حتى ما يعنيه ذلك؟ لم أعد طفلة صغيرة. هذا يعني متلازمة الانزعاج عند الرجال,['مزاح']
أطرق و الحديد ساخن .,['أمثال']
ان التفكيرالقوي الواضح في داخل المكتب شئ جميل جداً ، الا ان التفكير بمثل هذه القوة و الوضوح وسط الاعاصير هو الممارسة المثالية للقدرات الإنسانية .,"['تنمية', 'الذات،', 'تحفيز']"
للتعامل مع الخوف ، عليك بثلاثة ... انظر اليه على انه أمر واقع ، عالج اسبابه (لان للخوف اسباب) ، ثم حاول ان تحوله الى غضب .,"['تميز،', 'شجاعة']"
كما ترى ، الوقواق طفيليات. يضعون بيضهم في أعشاش الطيور الأخرى. عندما تفقس البيضة ، يدفع الوقواق الصغير الطيور الصغيرة الأخرى خارج العش. تعمل الطيور الأم الفقيرة نفسها حتى الموت في محاولة للعثور على ما يكفي من الطعام لإطعام طفل الوقواق الضخم الذي قتل صغارها وأخذ أماكنهم. قال جيس هائل؟ التشبيه. أنا لست سمين.,['دجالون']
الإنسان الناجح ينجز اعماله بدقة و بسرعة .,"['تميز،', 'شجاعة']"
هل تكره الناس؟ - أنا لا أكرههم ... أشعر بالتحسن عندما لا يكونون في الجوار.,"['الفكاهة', 'الكراهية', 'معاد']"
الفعل هو الفصاحة .,['أخرى']
اذا مشيت في طريق معبدة ، فاذكر فضل الذين تعبوا قبلك في تعبيدها ، قبل أن تفاخر بسبقك من سار معك فيها ، فلـولا أولئك ما سبقت هؤلاء .,"['طموح،', 'نجاح']"
أحب أن أرى فتاة صغيرة تخرج وتلتقط العالم من طيات صدر السترة. الحياة عاهرة. عليك أن تخرج وتركل مؤخرتك .,"['الفكاهة', 'الملهمة', 'الحياة']"
لا تجعل ثقتك بالناس عمياء ، و لا تتخيلهم ملائكة فتنهار احلامك .,"['تفاؤل', 'أمـل']"
أفضل طريقة لتجد نفسك هي أن تفقد نفسك في خدمة الآخرين.,"['اكتشاف', 'هوية', 'اكتشاف']"
امتلك ما يكفي من الشجاعة لتثق بالحب مرة أخرى ودائمًا مرة أخرى.,"['شجاعة', 'ثقة']"
الحكمة هي اغلى شئ يمكن أن يمنحه الله للانسان بعد الايمان و مكارم الاخلاق .,['حكمة']
العينان لا تنفع بشئ لعقل أعمى .,['أمثال']
هولي؟ لديك عالم الفكاهة المرتبط بالأذن أمامك ، هل تذهب إلى هولي؟,['مزاح']
إذا طاردت أرنبين فلن تصطاد أياً منهما.,['أمثال']
الاسلام هو كل حركة في الحياة تناسب خلافة الإنسان في الارض . فكل حركة تؤدي الى اعمار الارض فهي من العبادة ، فلا تأخذ العبادة على انها صوم و صلاة فقط ؛ لان الصلاة و الصوم و غيرهما هي الاركان التي ستقوم عليها حركة الحياة التي سيـبنى عليها الاسلام .,['خواطر']
في غمرة انهماكنا بالعمل قد ننجرف دون ان نشعر الى التمسك بالشكليات على حساب المضمون .,"['طموح،', 'نجاح']"
الضحك ... هو المسكن الوحيد بدون اعراض جانبية .,['تأملات']
الظهر مصدر الثقة و ليس البطن .,['أمثال']
إذا كنت حالمًا ، تعال ، إذا كنت حالمًا ، وتريد كاذبًا ، أو قافزًا ، أو صلاة ، أو مشتريًا من الفاصوليا السحرية ، إذا كنت متظاهرًا ، اجلس بجوار ناري ، فلدينا بعض حكايات الكتان الذهبية لتدور! ادخل!,"['حالم', 'خيال', 'كذاب']"
إذا اختبرت إنساناً فوجدتــه لا يصلح أن يكــون صديقـــاً، فاحذر من أن تجعله عدوا.,['صداقة']
إن ما يميز الكائن البشري هو ميله إلى الاجتماع ، فهو اجتماعي بالوراثة .,"['حوار،', 'تعامل']"
يبكي. سامح. يتعلم. استمر. دع دموعك تسقي بذور سعادتك المستقبلية .,"['تبكي', 'سامح', 'السعادة']"
تحمل المسؤولية الكامله في كل نواحي حياتك و توقف عن لوم الاخرين و اختلاق الاعـذار .,"['تفكير،', 'تغيير']"
لكي تكون مهما كن مهتما.,"['تنمية', 'الذات،', 'تحفيز']"
تصبح جميع النساء مثل أمهاتهم. هذه هي مأساتهم. لا أحد يفعل ، وهذا هو ملكه .,"['نسا', 'أمهات']"
من لا يخطئ لا يفعل شيئا.,['أمثال']
الموت سيكون مغامرة كبيرة بشكل مروّع.,['مغامرة']
بدلاً من أن تنظر للناس و كأنهم يهاجمونك ، انظر اليهم كخائفين يلتمسون منك العون و الحب .,"['حوار،', 'تعامل']"
ما هو الحب؟ لقد التقيت في الشوارع بشاب فقير للغاية كان واقعًا في الحب. كانت قبعته قديمة ، ومعطفه يرتدي ، وتمر الماء في حذائه والنجوم في روحه,"['روح', 'نجوم']"
التفاؤل هو الميزة الأكثر ارتباطاً بالنجاح والسعادة من أي شيء آخر.,"['طموح،', 'نجاح']"
لو كان العالم في كفة و أمي في كفة لاخترت أمي .,"['أبا', 'أبنا']"
الحياة رحلة في مهرجان إلهي مقام للبشر في كل مكان وفي كل أوان ، فاستثمر قوتك و انطلق ، و تمتع بجماله ما دمت فيه ، و تعاطف مع الأرواح القريبة من روحك ، و لا تنس أن هذه الرحلة برمتها هي معبر لحياة خالدة ، فالتمس السعادة في الدنيا والسعادة الأبدية في الآخرة .,['النفس']
